Clean Names,Greeting,Position,date
Yellen,Ms,chairman,20141217
Dudley,Mr,vice chairman,20141217
Brainard,Ms,governor,20141217
Fischer,Mr,governor,20141217
Fisher,Mr,president,20141217
Kocherlakota,Mr,president,20141217
Mester,Ms,president,20141217
Plosser,Mr,president,20141217
Powell,Mr,governor,20141217
Tarullo,Mr,governor,20141217
Cumming,Ms,first vice president,20141217
Evans,Mr,president,20141217
Lacker,Mr,president,20141217
Lockhart,Mr,president,20141217
Williams,Mr,president,20141217
Bullard,Mr,president,20141217
George,Ms,president,20141217
Rosengren,Mr,president,20141217
English,Mr,secretary and economist,20141217
Luecke,Mr,deputy secretary,20141217
Smith,Ms,assistant secretary,20141217
Alvarez,Mr,general counsel,20141217
Kamin,Mr,economist,20141217
Wilcox,Mr,economist,20141217
Clouse,Mr,associate economist,20141217
Connors,Mr,associate economist,20141217
Koenig,Mr,associate economist,20141217
Laubach,Mr,associate economist,20141217
Leahy,Mr,associate economist,20141217
Pesenti,Mr,associate economist,20141217
Schulhofer-Wohl,Mr,associate economist,20141217
Schweitzer,Mr,associate economist,20141217
Wascher,Mr,associate economist,20141217
Potter,Mr,system open market account manager,20141217
Logan,Ms,deputy manager,20141217
Frierson,Mr,secretary of the board,20141217
Gibson,Mr,director,20141217
Meyer,Mr,deputy director,20141217
Nelson,Mr,deputy director,20141217
Lehnert,Mr,deputy director,20141217
Figura,Mr,special adviser to the board,20141217
Reifschneider,Mr,special adviser to the board,20141217
Tevlin,Ms,special adviser to the board,20141217
Reeve,Mr,special adviser to the chair,20141217
Erceg,Mr,senior associate director,20141217
Kiley,Mr,senior adviser,20141217
Meade,Ms,senior adviser,20141217
Zickler,Ms,senior adviser,20141217
Covitz,Mr,associate director,20141217
Engen,Mr,associate director,20141217
Hancock,Ms,associate director,20141217
Lopez-Salido,Mr,deputy associate director,20141217
Stevens,Mr,deputy associate director,20141217
Aaronson,Ms,assistant director,20141217
Tetlow,Mr,adviser,20141217
Klee,Ms,section chief,20141217
Ross,Ms,manager,20141217
Sangster II ,Mr,information management analyst,20141217
Dubbert,Ms,first vice president,20141217
Altig,Mr,executive vice president,20141217
Musalem,Mr,executive vice president,20141217
Dotsey,Mr,executive vice president,20141217
Tootell,Mr,executive vice president,20141217
Waller,Mr,executive vice president,20141217
Genay,Ms,vice president,20141217
Tillett,Mr,vice president,20141217
Valletta,Mr,vice president,20141217
Wolman,Mr,vice president,20141217
Zandweghe,Mr,assistant vice president,20141217
