Clean Names,Greeting,Position,date
Greenspan,Mr,chairman,19960820
McDonough,Mr,vice chairman,19960820
Boehne,Mr,president,19960820
Jordan,Mr,president,19960820
Kelley,Mr,governor,19960820
Lindsey,Mr,governor,19960820
Mcteer,Mr,president,19960820
Phillips,Ms,governor,19960820
Rivlin,Ms,governor,19960820
Stern,Mr,president,19960820
Yellen,Ms,governor,19960820
Broaddus,Mr,president,19960820
Guynn,Mr,president,19960820
Moskow,Mr,president,19960820
Parry,Mr,president,19960820
Hoenig,Mr,president,19960820
Melzer,Mr,president,19960820
Minehan,Ms,president,19960820
Kohn,Mr,secretary and economist,19960820
Bernard,Mr,deputy secretary,19960820
Coyne,Mr,assistant secretary,19960820
Gillum,Mr,assistant secretary,19960820
Mattingly,Mr,general counsel,19960820
Prell,Mr,economist,19960820
Lang,Mr,associate economist,19960820
Lindsey,Mr,associate economist,19960820
Mishkin,Mr,associate economist,19960820
Promisel,Mr,associate economist,19960820
Rolnick,Mr,associate economist,19960820
Rosenblum,Mr,associate economist,19960820
Siegman,Mr,associate economist,19960820
Simpson,Mr,associate economist,19960820
Stockton,Mr,associate economist,19960820
Fisher,Mr,system open market account manager,19960820
Ettin,Mr,deputy director,19960820
Slifman,Mr,associate director,19960820
Madigan,Mr,associate director,19960820
Low,Ms,open market secretariat assistant,19960820
Connolly,Mr,first vice president,19960820
Beebe,Mr,senior vice president,19960820
Browne,Ms,senior vice president,19960820
Davis,Mr,senior vice president,19960820
Dewald,Mr,senior vice president,19960820
Eisenbeis,Mr,senior vice president,19960820
Goodfriend,Mr,senior vice president,19960820
Krieger,Ms,vice president,19960820
Sullivan,Mr,assistant vice president,19960820
Bryan,Mr,consultant,19960820
