Clean Names,Greeting,Position,date
Bernanke,Mr,chairman,20110622
Dudley,Mr,vice chairman,20110622
Duke,Ms,governor,20110622
Evans,Mr,president,20110622
Fisher,Mr,president,20110622
Kocherlakota,Mr,president,20110622
Plosser,Mr,president,20110622
Raskin,Ms,governor,20110622
Tarullo,Mr,governor,20110622
Yellen,Ms,governor,20110622
Lacker,Mr,president,20110622
Lockhart,Mr,president,20110622
Pianalto,Ms,president,20110622
Williams,Mr,president,20110622
Bullard,Mr,president,20110622
Hoenig,Mr,president,20110622
Rosengren,Mr,president,20110622
English,Mr,secretary and economist,20110622
Danker,Ms,deputy secretary,20110622
Luecke,Mr,assistant secretary,20110622
Skidmore,Mr,assistant secretary,20110622
Smith,Ms,assistant secretary,20110622
Alvarez,Mr,general counsel,20110622
Stockton,Mr,economist,20110622
Clouse,Mr,associate economist,20110622
Connors,Mr,associate economist,20110622
Kamin,Mr,associate economist,20110622
Mester,Ms,associate economist,20110622
Reifschneider,Mr,associate economist,20110622
Rosenblum,Mr,associate economist,20110622
Sullivan,Mr,associate economist,20110622
Wilcox,Mr,associate economist,20110622
Yi,Mr,associate economist,20110622
Sack,Mr,system open market account manager,20110622
Johnson,Ms,secretary of the board,20110622
Liang,Ms,director,20110622
Frierson,Mr,deputy secretary,20110622
Nelson,Mr,deputy director,20110622
Robertson,Ms,assistant to the board,20110622
Struckmeyer,Mr,deputy staff director,20110622
Carpenter,Mr,senior associate director,20110622
Foley,Mr,senior associate director,20110622
Slifman,Mr,senior associate director,20110622
Wascher,Mr,senior associate director,20110622
Levin,Mr,senior adviser,20110622
Zickler,Ms,visiting senior adviser,20110622
Covitz,Mr,associate director,20110622
Engen,Mr,associate director,20110622
Reeve,Mr,associate director,20110622
Zakrajsek,Mr,deputy associate director,20110622
Wilson,Ms,assistant director,20110622
Small,Mr,project manager,20110622
Coulibaly,Mr,senior economist,20110622
Sheiner,Ms,senior economist,20110622
Laforte,Mr,economist,20110622
Beattie,Ms,assistant to the secretary,20110622
Williams,Mr,records management analyst,20110622
Fuhrer,Mr,executive vice president,20110622
Altig,Mr,senior vice president,20110622
Rudebusch,Mr,senior vice president,20110622
Schweitzer,Mr,senior vice president,20110622
Dotsey,Mr,vice president,20110622
Gavin,Mr,vice president,20110622
Hornstein,Mr,vice president,20110622
Knotek,Mr,vice president,20110622
Negro,Mr,assistant vice president,20110622
Frost,Mr,assistant vice president,20110622
Leonard,Ms,assistant vice president,20110622
Mccarthy,Mr,assistant vice president,20110622
Campbell,Mr,senior economist,20110622
