Clean Names,Greeting,Position,date
Greenspan,Mr,chairman,19961113
McDonough,Mr,vice chairman,19961113
Boehne,Mr,president,19961113
Jordan,Mr,president,19961113
Kelley,Mr,governor,19961113
Lindsey,Mr,governor,19961113
Mcteer,Mr,president,19961113
Meyer,Mr,governor,19961113
Phillips,Ms,governor,19961113
Rivlin,Ms,governor,19961113
Stern,Mr,president,19961113
Yellen,Ms,governor,19961113
Broaddus,Mr,president,19961113
Guynn,Mr,president,19961113
Moskow,Mr,president,19961113
Parry,Mr,president,19961113
Hoenig,Mr,president,19961113
Melzer,Mr,president,19961113
Minehan,Ms,president,19961113
Bernard,Mr,deputy secretary,19961113
Coyne,Mr,assistant secretary,19961113
Gillum,Mr,assistant secretary,19961113
Mattingly,Mr,general counsel,19961113
Prell,Mr,economist,19961113
Truman,Mr,economist,19961113
Lang,Mr,associate economist,19961113
Lindsey,Mr,associate economist,19961113
Mishkin,Mr,associate economist,19961113
Promisel,Mr,associate economist,19961113
Rolnick,Mr,associate economist,19961113
Siegman,Mr,associate economist,19961113
Simpson,Mr,associate economist,19961113
Sniderman,Mr,associate economist,19961113
Stockton,Mr,associate economist,19961113
Fisher,Mr,system open market account manager,19961113
Ettin,Mr,deputy director,19961113
Slifman,Mr,associate director,19961113
Madigan,Mr,associate director,19961113
Reinhart,Mr,assistant director,19961113
Low,Ms,open market secretariat assistant,19961113
Moore,Mr,first vice president,19961113
Browne,Ms,senior vice president,19961113
Davis,Mr,senior vice president,19961113
Dewald,Mr,senior vice president,19961113
Eisenbeis,Mr,senior vice president,19961113
Goodfriend,Mr,senior vice president,19961113
Hunter,Mr,senior vice president,19961113
Cox,Mr,vice president,19961113
Judd,Mr,vice president,19961113
Perelmuter,Ms,assistant vice president,19961113
