Clean Names,Greeting,Position,date
Greenspan,Mr,chairman,19980929
McDonough,Mr,vice chairman,19980929
Ferguson,Mr,governor,19980929
Gramlich,Mr,governor,19980929
Hoenig,Mr,president,19980929
Jordan,Mr,president,19980929
Kelley,Mr,governor,19980929
Meyer,Mr,governor,19980929
Minehan,Ms,president,19980929
Poole,Mr,president,19980929
Rivlin,Ms,governor,19980929
Boehne,Mr,president,19980929
Mcteer,Mr,president,19980929
Moskow,Mr,president,19980929
Stern,Mr,president,19980929
Broaddus,Mr,president,19980929
Guynn,Mr,president,19980929
Parry,Mr,president,19980929
Kohn,Mr,secretary and economist,19980929
Bernard,Mr,deputy secretary,19980929
Fox,Ms,assistant secretary,19980929
Gillum,Mr,assistant secretary,19980929
Mattingly,Mr,general counsel,19980929
Baxter,Mr,deputy general counsel,19980929
Truman,Mr,economist,19980929
Cecchetti,Mr,associate economist,19980929
Dewald,Mr,associate economist,19980929
Hakkio,Mr,associate economist,19980929
Lindsey,Mr,associate economist,19980929
Simspon,Mr,associate economist,19980929
Sniderman,Mr,associate economist,19980929
Stockton,Mr,associate economist,19980929
Fisher,Mr,system open market account manager,19980929
Winn,Mr,assistant to the board,19980929
Ettin,Mr,deputy director,19980929
Madigan,Mr,associate director,19980929
Slifman,Mr,associate director,19980929
Alexander,Mr,associate director,19980929
Hooper,Mr,associate director,19980929
Johnson,Ms,associate director,19980929
Reinhart,Mr,deputy associate director,19980929
Struckmeyer,Mr,assistant director,19980929
Low,Ms,open market secretariat assistant,19980929
Spillenkothen,Mr,director,19980929
Parkinson,Mr,director,19980929
Connolly,Mr,first vice president,19980929
Eisenbeis,Mr,senior vice president,19980929
Goodfriend,Mr,senior vice president,19980929
Kos,Mr,senior vice president,19980929
Lang,Mr,senior vice president,19980929
Rolnick,Mr,senior vice president,19980929
Judd,Mr,vice president,19980929
Rosengren,Mr,vice president,19980929
Yucel,Ms,research officer,19980929
