Clean Names,Greeting,Position,date
Burns,Mr,chairman,19770215
Volcker,Mr,vice chairman,19770215
Balles,Mr,president,19770215
Black,Mr,president,19770215
Coldwell,Mr,president,19770215
Gardner,Mr,governor,19770215
Jackson,Mr,governor,19770215
Kimbrel,Mr,president,19770215
Lilly,Mr,governor,19770215
Partee,Mr,governor,19770215
Wallich,Mr,governor,19770215
Winn,Mr,president,19770215
Baughman,Mr,president,19770215
Guffey,Mr,president,19770215
Mayo,Mr,president,19770215
Morris,Mr,president,19770215
Eastburn,Mr,president,19770215
Roos,Mr,president,19770215
Broida,Mr,secretary,19770215
Altman,Mr,deputy secretary,19770215
Bernard,Mr,assistant secretary,19770215
Oconnell,Mr,general counsel,19770215
Axilrod,Mr,economist,19770215
Brandt,Mr,associate economist,19770215
Davis,Mr,associate economist,19770215
Keran,Mr,associate economist,19770215
Kichline,Mr,associate economist,19770215
Parthemos,Mr,associate economist,19770215
Reynolds,Mr,associate economist,19770215
Zeisel,Mr,associate economist,19770215
Holmes,Mr,manager system open market account,19770215
Pardee,Mr,deputy manager for foreign operations,19770215
Sternlight,Mr,deputy manager for domestic operations,19770215
Coyne,Mr,assistant to the board of governors,19770215
Keir,Mr,assistant to the board of governors,19770215
Ettin,Mr,associate director,19770215
Truman,Mr,associate adviser,19770215
Farar,Ms,economist,19770215
Deck,Ms,staff assistant,19770215
Van nice,Mr,first vice president,19770215
Balbach,Mr,senior vice president,19770215
Boehne,Mr,senior vice president,19770215
Davis,Mr,senior vice president,19770215
Scheld,Mr,senior vice president,19770215
Davis,Mr,vice president,19770215
Green,Mr,vice president,19770215
Mcnees,Mr,assistant vice president,19770215
Kareken,Mr,economic adviser,19770215
Hill,Mr,senior economist,19770215
