Clean Names,Greeting,Position,date
Greenspan,Mr,chairman,19990203
McDonough,Mr,vice chairman,19990203
Boehne,Mr,president,19990203
Ferguson,Mr,governor,19990203
Gramlich,Mr,governor,19990203
Kelley,Mr,governor,19990203
McTeer,Mr,president,19990203
Meyer,Mr,governor,19990203
Moskow,Mr,president,19990203
Rivlin,Ms,governor,19990203
Stern,Mr,president,19990203
Broaddus,Mr,president,19990203
Guynn,Mr,president,19990203
Jordan,Mr,president,19990203
Parry,Mr,president,19990203
Minehan,Ms,president,19990203
Poole,Mr,president,19990203
Hoenig,Mr,president,19990203
Kohn,Mr,secretary and economist,19990203
Bernard,Mr,deputy secretary,19990203
Fox,Ms,assistant secretary,19990203
Gillum,Mr,assistant secretary,19990203
Mattingly,Mr,general counsel,19990203
Baxter,Mr,deputy general counsel,19990203
Prell,Mr,economist,19990203
Alexander,Mr,associate economist,19990203
Cecchetti,Mr,associate economist,19990203
Hooper,Mr,associate economist,19990203
Hunter,Mr,associate economist,19990203
Lang,Mr,associate economist,19990203
Lindsey,Mr,associate economist,19990203
Rolnick,Mr,associate economist,19990203
Rosenblum,Mr,associate economist,19990203
Slifman,Mr,associate economist,19990203
Fisher,Mr,system open market account manager,19990203
Ettin,Mr,deputy director,19990203
Winn,Mr,assistant to the board,19990203
Madigan,Mr,associate director,19990203
Simpson,Mr,associate director,19990203
Reinhart,Mr,deputy associate director,19990203
Dennis,Mr,assistant director,19990203
Reifschneider,Mr,section chief,19990203
Small,Mr,section chief,19990203
Kole,Ms,senior economist,19990203
English,Mr,senior economist,19990203
Rosine,Mr,senior economist,19990203
Garrett,Ms,economist,19990203
Evans,Mr,manager,19990203
Low,Ms,open market secretariat assistant,19990203
Conrad,Mr,first vice preisndet,19990203
Beebe,Mr,senior vice president,19990203
Eisenbeis,Mr,senior vice president,19990203
Goodfriend,Mr,senior vice president,19990203
Hakkio,Mr,senior vice president,19990203
Rasche,Mr,senior vice president,19990203
Altig,Mr,vice president,19990203
Bentley,Mr,vice president,19990203
Rosengren,Mr,vice president,19990203
