Clean Names,Greeting,Position,date
Burns,Mr,chairman,19760817
Volcker,Mr,vice chairman,19760817
Black,Mr,president,19760817
Coldwell,Mr,president,19760817
Gardner,Mr,governor,19760817
Jackson,Mr,governor,19760817
Kimbrel,Mr,president,19760817
Lilly,Mr,governor,19760817
Partee,Mr,governor,19760817
Wallich,Mr,governor,19760817
Winn,Mr,president,19760817
Baughman,Mr,president,19760817
Guffey,Mr,president,19760817
Mayo,Mr,president,19760817
Morris,Mr,president,19760817
Maclaury,Mr,president,19760817
Eastburn,Mr,president,19760817
Roos,Mr,president,19760817
Broida,Mr,secretary,19760817
Altman,Mr,deputy secretary,19760817
Bernard,Mr,assistant secretary,19760817
Oconnell,Mr,general counsel,19760817
Axilrod,Mr,economist,19760817
Gramley,Mr,economist,19760817
Brandt,Mr,associate economist,19760817
Keran,Mr,associate economist,19760817
Kichline,Mr,associate economist,19760817
Parthemos,Mr,associate economist,19760817
Reynolds,Mr,associate economist,19760817
Holmes,Mr,manager,19760817
Pardee,Mr,deputy manager for foreign operations,19760817
Coyne,Mr,assistant to the board of governors,19760817
Keir,Mr,assistant to the board of governors,19760817
Pizer,Mr,adviser,19760817
Farar,Ms,economist,19760817
Deck,Ms,staff assistant,19760817
Williams,Mr,first vice president,19760817
Balbach,Mr,senior vice president,19760817
Doll,Mr,senior vice president,19760817
Eisenmenger,Mr,senior vice president,19760817
Green,Mr,vice president,19760817
Kaminow,Mr,vice president,19760817
Meek,Mr,monetary adviser,19760817
Fousek,Mr,economic adviser,19760817
Kareken,Mr,economic adviser,19760817
Nicholas,Mrs,economic adviser,19760817
Hall,Mr,economist and director of domestic finance,19760817
Ozog,Mr,manager,19760817
