Clean Names,Greeting,Position,date
Yellen,Ms,chair,20170503
Dudley,Mr,vice chairman,20170503
Brainard,Ms,governor,20170503
Evans,Mr,president,20170503
Fischer,Mr,president,20170503
Harker,Mr,president,20170503
Kaplan,Mr,president,20170503
Kashkari,Mr,president,20170503
Powell,Mr,governor,20170503
Gooding,Ms,first vice president,20170503
Mester,Ms,president,20170503
Mullinix,Mr,first vice president,20170503
Strine,Mr,first vice president,20170503
Williams,Mr,president,20170503
Bullard,Mr,president,20170503
George,Ms,president,20170503
Rosengren,Mr,president,20170503
Madigan,Mr,secretary,20170503
Luecke,Mr,deputy secretary,20170503
Skidmore,Mr,assistant secretary,20170503
Smith,Ms,assistant secretary,20170503
Alvarez,Mr,general counsel,20170503
Held,Mr,deputy general counsel,20170503
Kamin,Mr,economist,20170503
Laubach,Mr,economist,20170503
Wilcox,Mr,economist,20170503
Clouse,Mr,associate economist,20170503
Connors,Mr,associate economist,20170503
Dotsey,Mr,associate economist,20170503
Koenig,Mr,associate economist,20170503
Sullivan,Mr,associate economist,20170503
Wascher,Mr,associate economist,20170503
Wilson,Ms,associate economist,20170503
Potter,Mr,system open market account manager,20170503
Logan,Ms,deputy manager,20170503
Misback,Ms,secretary,20170503
Eichner,Mr,director,20170503
Gibson,Mr,director,20170503
Lehnert,Mr,director,20170503
Meyer,Mr,deputy director,20170503
Reeve,Mr,senior special advisor to the chair,20170503
Gruber,Mr,special adviser to the board,20170503
Reifschneider,Mr,special adviser to the board,20170503
Roberts,Mr,special adviser to the board,20170503
Robertson,Ms,assistant to the board,20170503
Erceg,Mr,senior associate director,20170503
Hancock,Ms,senior associate director,20170503
Lebow,Mr,senior associate director,20170503
Weinbach,Ms,senior associate director,20170503
Bomfim,Mr,senior adviser,20170503
Meade,Ms,senior adviser,20170503
Nelson,Mr,senior adviser,20170503
Zickler,Ms,senior adviser,20170503
Edge,Ms,associate director,20170503
Ihrig,Ms,associate director,20170503
Lopez-Salido,Mr,associate director,20170503
Stevens,Mr,associate director,20170503
Follette,Mr,assistant director,20170503
Mccabe,Mr,adviser,20170503
Beattie,Ms,assistant to the secretary,20170503
Burnett,Ms,section chief,20170503
Cavallo,Mr,section chief,20170503
Li,Mr,section chief,20170503
Johannsen,Mr,senior economist,20170503
Skaperdas,Mr,economist,20170503
Bromagen,Ms,first vice president,20170503
Altig,Mr,executive vice president,20170503
Athreya,Mr,executive vice president,20170503
Tootell,Mr,executive vice president,20170503
Waller,Mr,executive vice president,20170503
Davig,Mr,senior vice president,20170503
Remache,Ms,senior vice president,20170503
Wuerffel,Mr,senior vice president,20170503
Clark,Mr,vice president,20170503
Fitzgerald,Mr,vice president,20170503
Jorda,Mr,vice president,20170503
Perry,Mr,assistant vice president,20170503
Lucca,Mr,research officer,20170503
