Clean Names,Greeting,Position,date
Bernanke,Mr,chairman,20131218
Dudley,Mr,vice chairman,20131218
Bullard,Mr,president,20131218
Evans,Mr,president,20131218
George,Ms,president,20131218
Powell,Mr,governor,20131218
Rosengren,Mr,governor,20131218
Stein,Mr,president,20131218
Tarullo,Mr,governor,20131218
Yellen,Ms,governor,20131218
Cumming,Ms,first vice president,20131218
Fisher,Mr,president,20131218
Kocherlakota,Mr,president,20131218
Pianalto,Ms,president,20131218
Plosser,Mr,president,20131218
Lacker,Mr,president,20131218
Lockhart,Mr,president,20131218
Williams,Mr,president,20131218
English,Mr,secretary and economist,20131218
Luecke,Mr,assistant secretary,20131218
Skidmore,Mr,assistant secretary,20131218
Smith,Ms,assistant secretary,20131218
Alvarez,Mr,general counsel,20131218
Kamin,Mr,economist,20131218
Wilcox,Mr,economist,20131218
Connors,Mr,associate economist,20131218
Davig,Mr,associate economist,20131218
Leahy,Mr,associate economist,20131218
Meyer,Mr,associate economist,20131218
Wascher,Mr,associate economist,20131218
Potter,Mr,system open market account manager,20131218
Gibson,Mr,director,20131218
Liang,Ms,director,20131218
Clouse,Mr,deputy director,20131218
Nelson,Mr,deputy director,20131218
Faust,Mr,special adviser to the board,20131218
Robertson,Ms,assistant to the board,20131218
Reeve,Mr,senior associate director,20131218
Meade,Ms,senior adviser,20131218
Zickler,Ms,senior adviser,20131218
Engen,Mr,associate director,20131218
Laubach,Mr,associate director,20131218
Lebow,Mr,associate director,20131218
Palumbo,Mr,associate director,20131218
Weinbach,Ms,associate director,20131218
Deboer,Ms,deputy associate director,20131218
Hancock,Ms,dpeuty associate director,20131218
Tevlin,Ms,assistant director,20131218
Engstrom,Mr,section chief,20131218
Small,Mr,project manager,20131218
Garavuso,Mr,records management analyst,20131218
Moore,Mr,first vice president,20131218
Altig,Mr,executive vice president,20131218
Fuhrer,Mr,executive vice president,20131218
Mester,Ms,executive vice president,20131218
Sniderman,Mr,executive vice president,20131218
Koenig,Mr,senior vice president,20131218
Logan,Ms,senior vice president,20131218
Schulhofer-Wohl,Mr,senior vice president,20131218
Andolfatto,Mr,vice president,20131218
Bergin,Mr,vice president,20131218
Fisher,Mr,vice president,20131218
Leduc,Mr,vice president,20131218
Pesenti,Mr,vice president,20131218
Hetzel,Mr,senior economist,20131218
