Clean Names,Greeting,Position,date
Powell,Mr,chairman,20180613
Dudley,Mr,vice chairman,20180613
Barkin,Mr,president,20180613
Bostic,Mr,president,20180613
Brainard,Ms,governor,20180613
Mester,Ms,president,20180613
Quarles,Mr,governor,20180613
Williams,Mr,president,20180613
Bullard,Mr,president,20180613
Evans,Mr,president,20180613
George,Ms,president,20180613
Strine,Mr,first vice president,20180613
Rosengren,Mr,president,20180613
Harker,Mr,president,20180613
Kaplan,Mr,president,20180613
Kashkari,Mr,president,20180613
Clouse,Mr,secretary,20180613
Luecke,Mr,deputy secretary,20180613
Skidmore,Mr,assistant secretary,20180613
Smith,Ms,assistant secretary,20180613
Van der weide,Mr,general counsel,20180613
Held,Mr,deputy general counsel,20180613
Kamin,Mr,economist,20180613
Laubach,Mr,economist,20180613
Wilcox,Mr,economist,20180613
Altig,Mr,associate economist,20180613
Athreya,Mr,associate economist,20180613
Connors,Mr,associate economist,20180613
Lebow,Mr,associate economist,20180613
Reeve,Mr,associate economist,20180613
Tallman,Mr,associate economist,20180613
Wascher,Mr,associate economist,20180613
Wilson,Ms,associate economist,20180613
Potter,Mr,system open market account manager,20180613
Logan,Ms,deputy manager,20180613
Misback,Ms,secretary,20180613
Eichner,Mr,director,20180613
Gibson,Mr,director,20180613
Lehnert,Mr,director,20180613
Edge,Ms,deputy director,20180613
Kiley,Mr,deputy director,20180613
Bomfim,Mr,special adviser to the chairman,20180613
Gruber,Mr,special adviser to the board,20180613
Roberts,Mr,special adviser to the board,20180613
Robertson,Ms,assistant to the board,20180613
Ahmed,Mr,senior associate director,20180613
Meade,Ms,senior adviser,20180613
Meyer,Mr,senior adviser,20180613
Tetlow,Mr,senior adviser,20180613
Stevens,Mr,associate director,20180613
Tevlin,Ms,associate director,20180613
Walker,Mr,deputy associate director,20180613
Wei,Ms,deputy associate director,20180613
Duygan-bump,Ms,assistant director,20180613
Morin,Mr,assistant director,20180613
Sabelhaus,Mr,assistant director,20180613
Smith,Mr,assistant director,20180613
Gust,Mr,assistant director,20180613
Beattie,Ms,assistant to the secretary,20180613
Ammer,Mr,senior economic project manager,20180613
Li,Mr,section chief,20180613
Small,Mr,project manager,20180613
Bodenstein,Mr,principal economist,20180613
Priebsch,Mr,principal economist,20180613
Lewis,Mr,principal economist,20180613
Otoo,Ms,principal economist,20180613
Ochoa,Mr,senior economist,20180613
Sangster II,Mr,information management analyst,20180613
Montgomery,Mr,first vice president,20180613
Fuhrer,Mr,executive vice president,20180613
Sullivan,Mr,executive vice president,20180613
Waller,Mr,executive vice president,20180613
Giannoni,Mr,senior vice president,20180613
Pesenti,Mr,senior vice president,20180613
Wright,Mr,senior vice president,20180613
Armenter,Mr,vice president,20180613
Van zandweghe,Mr,assistant vice president,20180613
Petrosky-nadeau,Mr,senior research advisor,20180613
