Clean Names,Greeting,Position,date
Bernanke,Mr,chairman,20060510
Geithner,Mr,vice chairman,20060510
Bies,Ms,governor,20060510
Guynn,Mr,president,20060510
Kohn,Mr,governor,20060510
Kroszner,Mr,governor,20060510
Lacker,Mr,president,20060510
Olson,Mr,governor,20060510
Pianalto,Ms,president,20060510
Warsh,Mr,governor,20060510
Yellen,Ms,president,20060510
Hoenig,Mr,president,20060510
Minehan,Ms,president,20060510
Moskow,Mr,president,20060510
Poole,Mr,president,20060510
Fisher,Mr,president,20060510
Stern,Mr,president,20060510
Stone,Mr,first vice president,20060510
Reinhart,Mr,secretary and economist,20060510
Danker,Ms,deputy secretary,20060510
Smith,Ms,assistant secretary,20060510
Skidmore,Mr,assistant secretary,20060510
Alvarez,Mr,general counsel,20060510
Johnson,Ms,economist,20060510
Stockton,Mr,economist,20060510
Connors,Mr,associate economist,20060510
Eisenbeis,Mr,associate economist,20060510
Judd,Mr,associate economist,20060510
Kamin,Mr,associate economist,20060510
Madigan,Mr,associate economist,20060510
Sniderman,Mr,associate economist,20060510
Struckmeyer,Mr,associate economist,20060510
Wilcox,Mr,associate economist,20060510
Kos,Mr,manager,20060510
Oliner,Mr,associate director,20060510
Slifman,Mr,associate director,20060510
Simpson,Mr,senior adviser,20060510
Orphanides,Mr,adviser,20060510
Small,Mr,project manager,20060510
Wright,Mr,section chief,20060510
Luecke,Mr,senior financial analyst,20060510
Low,Ms,open market secretariat specialist,20060510
Werkema,Mr,first vice president,20060510
Fuhrer,Mr,executive vice president,20060510
Rosenblum,Mr,executive vice president,20060510
Evans,Mr,senior vice president,20060510
Hakkio,Mr,senior vice president,20060510
Mester,Ms,senior vice president,20060510
Rasche,Mr,senior vice president,20060510
Hilton,Mr,vice president,20060510
Potter,Mr,assistant vice president,20060510
Weber,Mr,senior research officer,20060510
Hetzel,Mr,senior economist,20060510
