Clean Names,Greeting,Position,date
Greenspan,Mr,chairman,20020319
McDonough,Mr,vice chairman,20020319
Bies,Ms,governor,20020319
Ferguson,Mr,governor,20020319
Gramlich,Mr,governor,20020319
Jordan,Mr,president,20020319
Mcteer,Mr,president,20020319
Olson,Mr,governor,20020319
Santomero,Mr,president,20020319
Stern,Mr,president,20020319
Broaddus,Mr,president,20020319
Guynn,Mr,president,20020319
Moskow,Mr,president,20020319
Parry,Mr,president,20020319
Hoenig,Mr,president,20020319
Minehan,Ms,president,20020319
Poole,Mr,president,20020319
Kohn,Mr,secretary and economist,20020319
Bernard,Mr,deputy secretary,20020319
Gillum,Mr,assistant secretary,20020319
Smith,Ms,assistant secretary,20020319
Mattingly,Mr,general counsel,20020319
Johnson,Ms,economist,20020319
Reinhart,Mr,economist,20020319
Stockton,Mr,economist,20020319
Connors,Mr,associate economist,20020319
Cumming,Ms,associate economist,20020319
Howard,Mr,associate economist,20020319
Lindsey,Mr,associate economist,20020319
Mester,Ms,associate economist,20020319
Oliner,Mr,associate economist,20020319
Rolnick,Mr,associate economist,20020319
Rosenblum,Mr,associate economist,20020319
Sniderman,Mr,associate economist,20020319
Wilcox,Mr,associate economist,20020319
Kos,Mr,manager,20020319
Winn,Mr,assistant to the board,20020319
Ettin,Mr,deputy director,20020319
Madigan,Mr,deputy director,20020319
Whitesell,Mr,deputy associate director,20020319
Simpson,Mr,senior adviser,20020319
English,Mr,assistant director,20020319
Skidmore,Mr,special assistant to the board,20020319
Low,Ms,open market secretariat assistant,20020319
Pianalto,Ms,first vice president,20020319
Stewart,Mr,first vice president,20020319
Beebe,Mr,senior vice president,20020319
Eisenbeis,Mr,senior vice president,20020319
Fuhrer,Mr,senior vice president,20020319
Goodfriend,Mr,senior vice president,20020319
Hakkio,Mr,senior vice president,20020319
Hunter,Mr,senior vice president,20020319
Rasche,Mr,senior vice president,20020319
Hargraves,Ms,vice president,20020319
