Clean Names,Greeting,Position,date
Greenspan,Mr,chairman,19950706
McDonough,Mr,vice chairman,19950706
Blinder,Mr,governor,19950706
Hoenig,Mr,president,19950706
Kelley,Mr,governor,19950706
Lindsey,Mr,governor,19950706
Melzer,Mr,president,19950706
Minehan,Ms,president,19950706
Moskow,Mr,president,19950706
Phillips,Ms,governor,19950706
Yellen,Ms,governor,19950706
Boehne,Mr,president,19950706
Jordan,Mr,president,19950706
McTeer,Mr,president,19950706
Stern,Mr,president,19950706
Broaddus,Mr,president,19950706
Forrestal,Mr,president,19950706
Parry,Mr,president,19950706
Kohn,Mr,secretary and economist,19950706
Bernard,Mr,deputy secretary,19950706
Coyne,Mr,assistant secretary,19950706
Gillum,Mr,assistant secretary,19950706
Mattingly,Mr,general counsel,19950706
Prell,Mr,economist,19950706
Truman,Mr,economist,19950706
Browne,Ms,associate economist,19950706
Davis,Mr,associate economist,19950706
Dewald,Mr,associate economist,19950706
Hunter,Mr,associate economist,19950706
Lindsey,Mr,associate economist,19950706
Mishkin,Mr,associate economist,19950706
Promisel,Mr,associate economist,19950706
Siegman,Mr,associate economist,19950706
Slifman,Mr,associate economist,19950706
Fisher,Mr,system open market account manager,19950706
Madigan,Mr,associate director,19950706
Simpson,Mr,associate director,19950706
Johnson,Ms,assistant director,19950706
Clouse,Mr,economist,19950706
Roberts,Mr,economist,19950706
Low,Ms,open market secretariat assistant,19950706
Connolly,Mr,first vice president,19950706
Beebe,Mr,senior vice president,19950706
Goodfriend,Mr,senior vice president,19950706
Lang,Mr,senior vice president,19950706
Rosenblum,Mr,senior vice president,19950706
Sniderman,Mr,senior vice president,19950706
Tschinkel,Ms,senior vice president,19950706
Krieger,Ms,vice president,19950706
Miller,Mr,vice president,19950706
