Clean Names,Greeting,Position,date
Bernanke,Mr,chairman,20110126
Dudley,Mr,vice chairman,20110126
Duke,Ms,governor,20110126
Evans,Mr,president,20110126
Fisher,Mr,president,20110126
Kocherlakota,Mr,president,20110126
Plosser,Mr,president,20110126
Raskin,Ms,governor,20110126
Tarullo,Mr,governor,20110126
Warsh,Mr,governor,20110126
Yellen,Ms,governor,20110126
Lacker,Mr,president,20110126
Lockhart,Mr,president,20110126
Moore,Mr,first vice president,20110126
Pianalto,Ms,president,20110126
Bullard,Mr,president,20110126
Hoenig,Mr,president,20110126
Rosengren,Mr,president,20110126
English,Mr,secretary and economist,20110126
Danker,Ms,deputy secretary,20110126
Luecke,Mr,assistant secretary,20110126
Skidmore,Mr,assistant secretary,20110126
Smith,Ms,assistant secretary,20110126
Alvarez,Mr,general counsel,20110126
Baxter,Mr,deputy general counsel,20110126
Sheets,Mr,economist,20110126
Stockton,Mr,economist,20110126
Clouse,Mr,associate economist,20110126
Connors,Mr,associate economist,20110126
Kamin,Mr,associate economist,20110126
Mester,Ms,associate economist,20110126
Potter,Mr,associate economist,20110126
Reifschneider,Mr,associate economist,20110126
Rosenblum,Mr,associate economist,20110126
Sullivan,Mr,associate economist,20110126
Wilcox,Mr,associate economist,20110126
Yi,Mr,associate economist,20110126
Sack,Mr,system open market account manager,20110126
Parkinson,Mr,director,20110126
Liang,Ms,director,20110126
Nelson,Mr,deputy director,20110126
Robertson,Ms,assistant to the board,20110126
Struckmeyer,Mr,deputy staff director,20110126
Slifman,Mr,senior associate director,20110126
Wascher,Mr,senior associate director,20110126
Levin,Mr,senior adviser,20110126
Zickler,Ms,visiting senior adviser,20110126
Covitz,Mr,associate director,20110126
Weinbach,Ms,deputy associate director,20110126
Wilson,Ms,assistant director,20110126
Fallick,Mr,group manager,20110126
Small,Mr,project manager,20110126
Arseneau,Mr,senior economist,20110126
Damico,Ms,senior economist,20110126
Nelson,Mr,senior economist,20110126
Morin,Mr,senior economist,20110126
Carlson,Mr,economist,20110126
Williams,Mr,records management analyst,20110126
Barron,Mr,first vice president,20110126
Sniderman,Mr,executive vice president,20110126
Altig,Mr,senior vice president,20110126
Barkema,Mr,senior vice president,20110126
Rudebusch,Mr,senior vice president,20110126
Tootell,Mr,senior vice president,20110126
Waller,Mr,senior vice president,20110126
Remache,Ms,assistant vice president,20110126
Sahin,Ms,officer,20110126
Faberman,Mr,senior economist,20110126
Hetzel,Mr,senior economist,20110126
