Clean Names,Greeting,Position,date
Miller,Mr,chairman,19781219
Volcker,Mr,vice chairman,19781219
Baughman,Mr,president,19781219
Coldwell,Mr,president,19781219
Eastburn,Mr,president,19781219
Partee,Mr,governor,19781219
Teeters,Ms,governor,19781219
Wallich,Mr,governor,19781219
Willes,Mr,president,19781219
Winn,Mr,president,19781219
Balles,Mr,president,19781219
Black,Mr,president,19781219
Kimbrel,Mr,president,19781219
Mayo,Mr,president,19781219
Guffey,Mr,president,19781219
Morris,Mr,president,19781219
Roos,Mr,president,19781219
Altman,Mr,deputy secretary,19781219
Bernard,Mr,secretary,19781219
Oconnell,Mr,general counsel,19781219
Mannion,Mr,assistant general counsel,19781219
Axilrod,Mr,economist,19781219
J Davis,Mr,associate economist,19781219
Keir,Mr,associate economist,19781219
Kichline,Mr,associate economist,19781219
Paulus,Mr,associate economist,19781219
Zeisel,Mr,associate economist,19781219
Holmes,Mr,manager,19781219
Sternlight,Mr,deputy manager for domestic operations,19781219
Pardee,Mr,deputy manager for foreign operations,19781219
Coyne,Mr,assistant to the board of governors,19781219
Guenther,Mr,assistant to the board of governors,19781219
Kalchbrenner,Mr,associate director,19781219
Henry,Mr,associate director,19781219
Farar,Ms,economist,19781219
Deck,Ms,economist,19781219
Balbach,Mr,senior vice president,19781219
T Davis,Mr,senior vice president,19781219
Eisenmenger,Mr,senior vice president,19781219
Scheld,Mr,senior vice president,19781219
Brandt,Mr,vice president,19781219
Broaddus,Mr,vice president,19781219
Fousek,Mr,vice president,19781219
Keran,Mr,vice president,19781219
Mullineaux,Mr,research officer,19781219
Levin,Mr,manager,19781219
