Clean Names,Greeting,Position,date
Bernanke,Mr,chairman,20061212
Geithner,Mr,vice chairman,20061212
Bies,Ms,governor,20061212
Kohn,Mr,governor,20061212
Kroszner,Mr,governor,20061212
Lacker,Mr,president,20061212
Mishkin,Mr,governor,20061212
Pianalto,Ms,president,20061212
Warsh,Mr,governor,20061212
Yellen,Ms,president,20061212
Cumming,Ms,president,20061212
Hoenig,Mr,president,20061212
Minehan,Ms,president,20061212
Moskow,Mr,president,20061212
Poole,Mr,president,20061212
Fisher,Mr,president,20061212
Plosser,Mr,president,20061212
Stern,Mr,president,20061212
Barron,Mr,first vice president,20061212
Reinhart,Mr,secretary and economist,20061212
Danker,Ms,deputy secretary,20061212
Smith,Ms,assistant secretary,20061212
Skidmore,Mr,assistant secretary,20061212
Alvarez,Mr,general counsel,20061212
Baxter,Mr,deputy general counsel,20061212
Johnson,Ms,economist,20061212
Stockton,Mr,economist,20061212
Connors,Mr,associate economist,20061212
Eisenbeis,Mr,associate economist,20061212
Kamin,Mr,associate economist,20061212
Madigan,Mr,associate economist,20061212
Sniderman,Mr,associate economist,20061212
Struckmeyer,Mr,associate economist,20061212
Weinberg,Mr,associate economist,20061212
Wilcox,Mr,associate economist,20061212
Wilcox,Mr,associate economist,20061212
Kos,Mr,system open market account manager,20061212
Clouse,Mr,associate director,20061212
English,Mr,associate director,20061212
Liang,Ms,associate director,20061212
Slifman,Mr,associate director,20061212
Gagnon,Mr,deputy associate director,20061212
Wascher,Mr,deputy associate director,20061212
Dale,Mr,senior adviser,20061212
Gross,Mr,special assistant to the board,20061212
Luecke,Mr,senior financial analyst ,20061212
Driscoll,Mr,economist,20061212
Low,Ms,open market secretariat specialist,20061212
Rasdall,Mr,first vice president,20061212
Rosenblum,Mr,executive vice president,20061212
Hakkio,Mr,senior vice president,20061212
Mester,Ms,senior vice president,20061212
Perelmuter,Ms,senior vice president,20061212
Rasche,Mr,senior vice president,20061212
Rolnick,Mr,senior vice president,20061212
Williams,Mr,senior vice president,20061212
Kahn,Mr,vice president,20061212
Sullivan,Mr,vice president,20061212
Olivei,Mr,senior economist,20061212
