Clean Names,Greeting,Position,date
Greenspan,Mr,chairman,20030812
Bernanke,Mr,vice chairman,20030812
Bies,Ms,governor,20030812
Broaddus,Mr,president,20030812
Ferguson,Mr,governor,20030812
Gramlich,Mr,governor,20030812
Guynn,Mr,president,20030812
Kohn,Mr,governor,20030812
Moskow,Mr,president,20030812
Olson,Mr,governor,20030812
Parry,Mr,president,20030812
Hoenig,Mr,president,20030812
Minehan,Ms,president,20030812
Pianalto,Ms,president,20030812
Poole,Mr,president,20030812
Stewart,Mr,president,20030812
Mcteer,Mr,president,20030812
Santomero,Mr,president,20030812
Stern,Mr,president,20030812
Reinhart,Mr,secretary and economist,20030812
Bernard,Mr,deputy secretary,20030812
Gillum,Mr,assistant secretary,20030812
Smith,Ms,assistant secretary,20030812
Baxter,Mr,deputy general counsel,20030812
Johnson,Ms,economist,20030812
Stockton,Mr,economist,20030812
Connors,Mr,associate economist,20030812
Cumming,Ms,associate economist,20030812
Eisenbeis,Mr,associate economist,20030812
Evans,Mr,associate economist,20030812
Goodfriend,Mr,associate economist,20030812
Howard,Mr,associate economist,20030812
Judd,Mr,associate economist,20030812
Madigan,Mr,associate economist,20030812
Struckmeyer,Mr,associate economist,20030812
Wilcox,Mr,associate economist,20030812
Kos,Mr,system open market account manager,20030812
Ettin,Mr,deputy director,20030812
Slifman,Mr,associate director,20030812
Oliner,Mr,associate director,20030812
Whitesell,Mr,deputy associate director,20030812
Clouse,Mr,assistant director,20030812
Skidmore,Mr,special assistant to the board,20030812
Luecke,Mr,senior financial analyst,20030812
Low,Ms,open market secretariat assistant,20030812
Moore,Mr,first vice president,20030812
Hakkio,Mr,senior vice president,20030812
Mester,Ms,senior vice president,20030812
Rasche,Mr,senior vice president,20030812
Sniderman,Mr,senior vice president,20030812
Hargraves,Ms,senior vice president,20030812
Tootell,Mr,senior vice president,20030812
Weber,Mr,senior research officer,20030812
