Clean Names,Greeting,Position,date
Bernanke,Mr,chairman,20100810
Dudley,Mr,vice chairman,20100810
Bullard,Mr,president,20100810
Duke,Ms,governor,20100810
Hoenig,Mr,president,20100810
Kohn,Mr,governor,20100810
Pianalto,Ms,president,20100810
Rosengren,Mr,president,20100810
Tarullo,Mr,governor,20100810
Warsh,Mr,governor,20100810
Cumming,Ms,first vice president,20100810
Evans,Mr,president,20100810
Fisher,Mr,president,20100810
Kocherlakota,Mr,president,20100810
Plosser,Mr,president,20100810
Lacker,Mr,president,20100810
Lockhart,Mr,president,20100810
Yellen,Ms,president,20100810
English,Mr,secretary and economist,20100810
Luecke,Mr,assistant secretary,20100810
Skidmore,Mr,assistant secretary,20100810
Smith,Ms,assistant secretary,20100810
Baxter,Mr,deputy general counsel,20100810
Ashton,Mr,assistant general counsel,20100810
Sheets,Mr,economist,20100810
Clouse,Mr,associate economist,20100810
Connors,Mr,associate economist,20100810
Kamin,Mr,associate economist,20100810
Slifman,Mr,associate economist,20100810
Sniderman,Mr,associate economist,20100810
Wilcox,Mr,associate economist,20100810
Sack,Mr,system open market account manager,20100810
Johnson,Ms,secretary of the board,20100810
Parkinson,Mr,director,20100810
Frierson,Mr,deputy secretary,20100810
Struckmeyer,Mr,deputy staff director,20100810
Nelson,Mr,deputy director,20100810
Robertson,Ms,assistant to the board,20100810
Carpenter,Mr,senior associate director,20100810
Reifschneider,Mr,senior associate director,20100810
Wascher,Mr,senior associate director,20100810
Meyer,Mr,senior adviser,20100810
Oliner,Mr,senior adviser,20100810
Gross,Mr,special assistant to the board,20100810
Engen,Mr,assistant director,20100810
Small,Mr,project manager,20100810
Driscoll,Mr,senior economist,20100810
Roush,Ms,senior economist,20100810
Beattie,Ms,assistant to the secretary,20100810
Braun,Ms,records project manager,20100810
Williams,Mr,records management analyst,20100810
Sapenaro,Mr,first vice president,20100810
Mester,Ms,executive vice president,20100810
Rasche,Mr,executive vice president,20100810
Altig,Mr,senior vice president,20100810
Feldman,Mr,senior vice president,20100810
Hakkio,Mr,senior vice president,20100810
Rudebusch,Mr,senior vice president,20100810
Sullivan,Mr,senior vice president,20100810
Tootell,Mr,senior vice president,20100810
Goldberg,Ms,vice president,20100810
Rowe-Straker,Ms,assistant vice president,20100810
Orrenius,Ms,research officer,20100810
Hetzel,Mr,senior economist,20100810
