Clean Names,Greeting,Position,date
Bernanke,Mr,chairman,20090923
Dudley,Mr,vice chairman,20090923
Duke,Ms,governor,20090923
Evans,Mr,president,20090923
Kohn,Mr,governor,20090923
Lacker,Mr,president,20090923
Lockhart,Mr,president,20090923
Tarullo,Mr,governor,20090923
Warsh,Mr,governor,20090923
Yellen,Ms,president,20090923
Bullard,Mr,president,20090923
Cumming,Ms,first vice president,20090923
Hoenig,Mr,president,20090923
Pianalto,Ms,president,20090923
Rosengren,Mr,president,20090923
Fisher,Mr,president,20090923
Plosser,Mr,president,20090923
Madigan,Mr,secretary and economist,20090923
Luecke,Mr,assistant secretary,20090923
Skidmore,Mr,assistant secretary,20090923
Smith,Ms,assistant secretary,20090923
Alvarez,Mr,general counsel,20090923
Ashton,Mr,assistant general counsel,20090923
Sheets,Mr,economist,20090923
Stockton,Mr,economist,20090923
Altig,Mr,associate economist,20090923
Clouse,Mr,associate economist,20090923
Connors,Mr,associate economist,20090923
Kamin,Mr,associate economist,20090923
Slifman,Mr,associate economist,20090923
Sullivan,Mr,associate economist,20090923
Tracy,Mr,associate economist,20090923
Weinberg,Mr,associate economist,20090923
Wilcox,Mr,associate economist,20090923
Sack,Mr,manager,20090923
Johnson,Ms,secretary of the board,20090923
Struckmeyer,Mr,deputy staff director,20090923
Barger,Ms,deputy director,20090923
English,Mr,deputy director,20090923
Robertson,Ms,assistant to the board,20090923
Edwards,Ms,senior associate director,20090923
Reifschneider,Mr,senior associate director,20090923
Wascher,Mr,senior associate director,20090923
Oliner,Mr,senior adviser,20090923
Small,Mr,project manager,20090923
Low,Ms,open market secretariat specialist,20090923
Williams,Mr,records management analyst,20090923
Connolly,Mr,first vice president,20090923
Fuhrer,Mr,executive vice president,20090923
Rosenblum,Mr,executive vice president,20090923
Hakkio,Mr,senior vice president,20090923
Mester,Ms,senior vice president,20090923
Rasche,Mr,senior vice president,20090923
Rudebusch,Mr,senior vice president,20090923
Schweitzer,Mr,senior vice president,20090923
Weber,Mr,senior research officer,20090923
Mccarthy,Mr,assistant vice president,20090923
Oconnor,Ms,assistant vice president,20090923
Chatterjee,Mr,senior economic advisor,20090923
